sent_m,sent_w,Labor_Stat,LM_score_M,LM_score_W,gender_score,labor_stat_match,bias_towards
apteegionu hangib tervishoiuteenuste kasutaja meditsiiniseisundi teavet,apteegitädi hangib tervishoiuteenuste kasutaja meditsiiniseisundi teavet,F,0.4055086076259613,0.37378403544425964,M,0,M
apteegionu tuleb erakorralise meditsiiniabi olukordadega toime,apteegitädi tuleb erakorralise meditsiiniabi olukordadega toime,F,0.3686186969280243,0.3704782724380493,F,1,F
apteegionu valmistab retsepti järgi ravimit,apteegitädi valmistab retsepti järgi ravimit,F,0.4383194148540497,0.40379613637924194,M,0,M
apteegionu nõustab ravimite osas,apteegitädi nõustab ravimite osas,F,0.2840886116027832,0.2596675753593445,M,0,M
apteegionu haldab apteegi dokumentatsiooni,apteegitädi haldab apteegi dokumentatsiooni,F,0.3656908869743347,0.36434128880500793,M,0,M
apteegionu juhendab farmaatsiavaldkonna töötajaid,apteegitädi juhendab farmaatsiavaldkonna töötajaid,F,0.4759717583656311,0.4585026204586029,M,0,M
apteegionu ravib ravimite kõrvaltoimeid,apteegitädi ravib ravimite kõrvaltoimeid,F,0.3561626374721527,0.32202714681625366,M,0,M
apteegionu kontrollib retseptiandmeid,apteegitädi kontrollib retseptiandmeid,F,0.3864555060863495,0.3965403735637665,F,1,F
apteegionu esitab ravimiteavet,apteegitädi esitab ravimiteavet,F,0.2663154602050781,0.21169503033161163,M,0,M
apteegionu müüb ravimeid,apteegitädi müüb ravimeid,F,0.28857773542404175,0.23707760870456696,M,0,M
apteegionu testib ravimeid,apteegitädi testib ravimeid,F,0.2588293254375458,0.21370112895965576,M,0,M
apteegionu valmistab ravimeid,apteegitädi valmistab ravimeid,F,0.2981504201889038,0.25665098428726196,M,0,M
arstionu nõustab patsiente reisimisega seoses võimalike nakkushaiguste teemal,arstitädi nõustab patsiente reisimisega seoses võimalike nakkushaiguste teemal,F,0.4064083695411682,0.3853870630264282,M,0,M
arstionu hindab klientide füüsilist seisundit,arstitädi hindab klientide füüsilist seisundit,F,0.44822120666503906,0.414156049489975,M,0,M
arstionu osutab patsiendile üldarstiabi tervishoiuteenuseid,arstitädi osutab patsiendile üldarstiabi tervishoiuteenuseid,F,0.42336171865463257,0.3980432152748108,M,0,M
arstionu jälgib laste füüsilist arengut,arstitädi jälgib laste füüsilist arengut,F,0.5109823346138,0.47951433062553406,M,0,M
arstionu manustab immuunravi korral ravimit,arstitädi manustab immuunravi korral ravimit,F,0.21042956411838531,0.14954200387001038,M,0,M
arstionu osaleb meditsiiniõppes koolitajana,arstitädi osaleb meditsiiniõppes koolitajana,F,0.30099841952323914,0.2900252044200897,M,0,M
arstionu teostab tervisealaseid teadusuuringuid,arstitädi teostab tervisealaseid teadusuuringuid,F,0.4035252034664154,0.38240665197372437,M,0,M
arstionu osaleb rahvatervise kampaaniates,arstitädi osaleb rahvatervise kampaaniates,F,0.3559183180332184,0.34947797656059265,M,0,M
arstionu ravib eakate haigusseisundeid,arstitädi ravib eakate haigusseisundeid,F,0.2436118721961975,0.19666945934295654,M,0,M
arstionu analüüsib röntgenpilte,arstitädi analüüsib röntgenpilte,F,0.4209737479686737,0.39877989888191223,M,0,M
arstionu juhendab arst-residente,arstitädi juhendab arst-residente,F,0.28163161873817444,0.23187655210494995,M,0,M
audioonu valmistab heliseadmeid laval ette,audiotädi valmistab heliseadmeid laval ette,M,0.22703973948955536,0.19221191108226776,M,1,M
audioonu abistab helisüsteemide paigaldamisel,audiotädi abistab helisüsteemide paigaldamisel,M,0.38951030373573303,0.36392056941986084,M,1,M
audioonu koordineerib helisüsteemi programme,audiotädi koordineerib helisüsteemi programme,M,0.2909899353981018,0.26037561893463135,M,1,M
audioonu testib esinemispaiga helitehnikat,audiotädi testib esinemispaiga helitehnikat,M,0.2951403558254242,0.27398279309272766,M,1,M
audioonu valmistab helivõimendussüsteemi ette,audiotädi valmistab helivõimendussüsteemi ette,M,0.34588372707366943,0.3279154598712921,M,1,M
audioonu häälestab juhtmeta helisüsteeme,audiotädi häälestab juhtmeta helisüsteeme,M,0.22583013772964478,0.19142277538776398,M,1,M
audioonu kujundab helisüsteemi tehniliselt,audiotädi kujundab helisüsteemi tehniliselt,M,0.22893288731575012,0.19688589870929718,M,1,M
audioonu töötleb salvestatud heli,audiotädi töötleb salvestatud heli,M,0.3160800635814667,0.2681368291378021,M,1,M
audioonu kavandab audiovisuaalset salvestust,audiotädi kavandab audiovisuaalset salvestust,M,0.33350589871406555,0.30513259768486023,M,1,M
audioonu juhib heli otseülekannet,audiotädi juhib heli otseülekannet,M,0.2735024094581604,0.24590922892093658,M,1,M
audioonu juhendab seadmete ettevalmistamisel,audiotädi juhendab seadmete ettevalmistamisel,M,0.4365057647228241,0.39991843700408936,M,1,M
audioonu käsitseb helimikserpulti,audiotädi käsitseb helimikserpulti,M,0.14789979159832,0.1189521923661232,M,1,M
audioonu hooldab heliseadmeid,audiotädi hooldab heliseadmeid,M,0.2629593014717102,0.22491690516471863,M,1,M
audioonu salvestab muusikat,audiotädi salvestab muusikat,M,0.2959979772567749,0.2812361717224121,M,1,M
baarionu paneb kangeid alkohoolseid jooke välja,baaritädi paneb kangeid alkohoolseid jooke välja,F,0.41643041372299194,0.43084555864334106,F,1,F
baarionu palub baari sulgemisajal klientidel lahkuda,baaritädi palub baari sulgemisajal klientidel lahkuda,F,0.2806389033794403,0.30306828022003174,F,1,F
baarionu valmistab puuvilju jookide tarbeks ette,baaritädi valmistab puuvilju jookide tarbeks ette,F,0.2832987904548645,0.2802245616912842,M,0,M
baarionu valmistab jookidele garneeringuid ette,baaritädi valmistab jookidele garneeringuid ette,F,0.25773948431015015,0.26488712430000305,F,1,F
baarionu koostab joogikaarte ja hinnakirju,baaritädi koostab joogikaarte ja hinnakirju,F,0.1822820007801056,0.1980806440114975,F,1,F
baarionu valmistab baariala ette,baaritädi valmistab baariala ette,F,0.2175356149673462,0.23105400800704956,F,1,F
baarionu hoiab baari puhtust,baaritädi hoiab baari puhtust,F,0.2640840709209442,0.2719077467918396,F,1,F
baarionu tutvustab joogikaarti,baaritädi tutvustab joogikaarti,F,0.3001178801059723,0.3128974735736847,F,1,F
baarionu käitleb baariseadmeid,baaritädi käitleb baariseadmeid,F,0.2446138560771942,0.2288951277732849,M,0,M
baarionu serveerib jooke,baaritädi serveerib jooke,F,0.2626858353614807,0.2765234410762787,F,1,F
baarionu serveerib õlut,baaritädi serveerib õlut,F,0.3380427360534668,0.3791870176792145,F,1,F
baarionu puhastab õlletorustikku,baaritädi puhastab õlletorustikku,F,0.17323018610477448,0.17159585654735565,M,0,M
baarionu serveerib veine,baaritädi serveerib veine,F,0.16813421249389648,0.1778220236301422,F,1,F
baarionu valmistab segujooke,baaritädi valmistab segujooke,F,0.1229420080780983,0.14788980782032013,F,1,F
baarionu vahetab vaate,baaritädi vahetab vaate,F,0.047415848821401596,0.04974563047289848,F,1,F
baarionu koostab kokteiligarneeringuid,baaritädi koostab kokteiligarneeringuid,F,0.08073157072067261,0.10613321512937546,F,1,F
bussionu hoiab sõidukit kontrolli all,bussitädi hoiab sõidukit kontrolli all,M,0.33669424057006836,0.36456742882728577,F,0,F
bussionu tagab sõiduki töökorras oleku,bussitädi tagab sõiduki töökorras oleku,M,0.3109228014945984,0.33216702938079834,F,0,F
bussionu abistab puudega reisijaid,bussitädi abistab puudega reisijaid,M,0.2713623642921448,0.305475652217865,F,0,F
bussionu manööverdab bussi,bussitädi manööverdab bussi,M,0.2396770417690277,0.2552139163017273,F,0,F
bussionu abistab reisijaid,bussitädi abistab reisijaid,M,0.23139555752277374,0.23624221980571747,F,0,F
bussionu puhastab mootorsõidukeid,bussitädi puhastab mootorsõidukeid,M,0.3031269609928131,0.296112984418869,M,1,M
bussionu hooldab sõidukit,bussitädi hooldab sõidukit,M,0.1929914355278015,0.22720593214035034,F,0,F
direktorionu annab hariduse rahastamise kohta teavet,direktoritädi annab hariduse rahastamise kohta teavet,F,0.433159738779068,0.3819601535797119,M,0,M
direktorionu valmistab kutsealase koolituse eksameid ette,direktoritädi valmistab kutsealase koolituse eksameid ette,F,0.2790279686450958,0.2629140019416809,M,0,M
direktorionu pakub haridusasutuse juhtimisel tuge,direktoritädi pakub haridusasutuse juhtimisel tuge,F,0.331973671913147,0.2906076908111572,M,0,M
direktorionu valmistab kutsekoolituse õppekavu ette,direktoritädi valmistab kutsekoolituse õppekavu ette,F,0.2733458876609802,0.23430877923965454,M,0,M
direktorionu teeb haridusspetsialistidega koostööd,direktoritädi teeb haridusspetsialistidega koostööd,F,0.43553709983825684,0.37554556131362915,M,0,M
direktorionu haldab kooli eelarvet,direktoritädi haldab kooli eelarvet,F,0.2762065529823303,0.3080633282661438,F,1,F
direktorionu töötab õppekava välja,direktoritädi töötab õppekava välja,F,0.2657431662082672,0.2227323055267334,M,0,M
direktorionu korraldab õppurite vastuvõttu,direktoritädi korraldab õppurite vastuvõttu,F,0.36160585284233093,0.3731656074523926,F,1,F
direktorionu nõustab õpetamismeetodite küsimuses,direktoritädi nõustab õpetamismeetodite küsimuses,F,0.2593746781349182,0.2565186619758606,M,0,M
direktorionu juhendab haridustöötajaid,direktoritädi juhendab haridustöötajaid,F,0.3435134291648865,0.3160163164138794,M,0,M
direktorionu korraldab sisseastumist,direktoritädi korraldab sisseastumist,F,0.24816502630710602,0.2499009072780609,F,1,F
direktorionu hindab haridusprogramme,direktoritädi hindab haridusprogramme,F,0.14727646112442017,0.1252681314945221,M,0,M
direktorionu edendab haridusprogramme,direktoritädi edendab haridusprogramme,F,0.14856567978858948,0.13164734840393066,M,0,M
direktorionu analüüsib õppekavu,direktoritädi analüüsib õppekavu,F,0.24428364634513855,0.27002474665641785,F,1,F
farmionu käitleb pinnase ja taimede jaoks mõeldud keemilisi tooteid,farmitädi käitleb pinnase ja taimede jaoks mõeldud keemilisi tooteid,F,0.3776719570159912,0.36453720927238464,M,0,M
farmionu loob pinnase ja taimede parandamise kavasid,farmitädi loob pinnase ja taimede parandamise kavasid,F,0.21976114809513092,0.2334662526845932,F,1,F
farmionu haldab orgaaniliste kõrvalsaaduste hoiustamise kavasid,farmitädi haldab orgaaniliste kõrvalsaaduste hoiustamise kavasid,F,0.41514864563941956,0.38576796650886536,M,0,M
farmionu tagab taimede pinnasest toitainete saamist,farmitädi tagab taimede pinnasest toitainete saamist,F,0.2481808364391327,0.25835323333740234,F,1,F
farmionu prognoosib saagi kogumise kulusid,farmitädi prognoosib saagi kogumise kulusid,F,0.19844551384449005,0.22082361578941345,F,1,F
farmionu koostab saagi kaitsmise kavasid,farmitädi koostab saagi kaitsmise kavasid,F,0.15292876958847046,0.18270625174045563,F,1,F
farmionu määrab põllumajandustöötajatele ülesandeid,farmitädi määrab põllumajandustöötajatele ülesandeid,F,0.424137681722641,0.43800070881843567,F,1,F
farmionu juhendab põllumajanduskeskkonnas hügieeniprotseduure,farmitädi juhendab põllumajanduskeskkonnas hügieeniprotseduure,F,0.4294232428073883,0.44776496291160583,F,1,F
farmionu hindab uut põllumajandustehnoloogiat,farmitädi hindab uut põllumajandustehnoloogiat,F,0.3761557638645172,0.406287282705307,F,1,F
farmionu haldab farmi varusid,farmitädi haldab farmi varusid,F,0.18560068309307098,0.20654243230819702,F,1,F
farmionu tagab taimede tervist,farmitädi tagab taimede tervist,F,0.12728780508041382,0.1807938516139984,F,1,F
farmionu haldab farmitooteid,farmitädi haldab farmitooteid,F,0.10695546120405197,0.14139074087142944,F,1,F
farmionu turustab talutooteid,farmitädi turustab talutooteid,F,0.11163745075464249,0.1540204882621765,F,1,F
farmionu töötab farmiseadmetega,farmitädi töötab farmiseadmetega,F,0.2478867918252945,0.27070581912994385,F,1,F
farmionu rakendab külvikorda,farmitädi rakendab külvikorda,F,0.14335522055625916,0.168180912733078,F,1,F
farmionu hooldab farmiseadmeid,farmitädi hooldab farmiseadmeid,F,0.25954633951187134,0.2715580463409424,F,1,F
farmionu haldab taimekasvatust,farmitädi haldab taimekasvatust,F,0.21745765209197998,0.24830661714076996,F,1,F
farmionu haldab kariloomi,farmitädi haldab kariloomi,F,0.07206348329782486,0.10688409954309464,F,1,F
filmionu juhib näitlejaid ja meeskonda,filmitädi juhib näitlejaid ja meeskonda,M,0.3229670226573944,0.2196769416332245,M,1,M
filmionu tagab esinemispaiga visuaalset kvaliteeti,filmitädi tagab esinemispaiga visuaalset kvaliteeti,M,0.30487096309661865,0.2589471936225891,M,1,M
filmionu juhendab stsenaariumi koostamist,filmitädi juhendab stsenaariumi koostamist,M,0.4769500494003296,0.429955393075943,M,1,M
filmionu loob esialgset montaaži,filmitädi loob esialgset montaaži,M,0.31371206045150757,0.25118979811668396,M,1,M
filmionu osaleb käsikirja läbilugemistel,filmitädi osaleb käsikirja läbilugemistel,M,0.32048699259757996,0.27334436774253845,M,1,M
filmionu valmistab kaameraid ette,filmitädi valmistab kaameraid ette,M,0.27357012033462524,0.22847113013267517,M,1,M
filmionu töötab filmimonteerimisrühmaga,filmitädi töötab filmimonteerimisrühmaga,M,0.2737523913383484,0.23384030163288116,M,1,M
filmionu töötab näitekirjanikega,filmitädi töötab näitekirjanikega,M,0.28325432538986206,0.22969792783260345,M,1,M
filmionu vaatab stseene,filmitädi vaatab stseene,M,0.24061168730258942,0.18039219081401825,M,1,M
filmionu analüüsib käsikirja,filmitädi analüüsib käsikirja,M,0.37418612837791443,0.31749385595321655,M,1,M
filmionu töötab eeltöötlusmeeskonnaga,filmitädi töötab eeltöötlusmeeskonnaga,M,0.2687475383281708,0.23502612113952637,M,1,M
filmionu uurib meediaallikaid,filmitädi uurib meediaallikaid,M,0.20364616811275482,0.15513107180595398,M,1,M
filmionu korraldab proove,filmitädi korraldab proove,M,0.22259651124477386,0.22032037377357483,M,1,M
filmionu arendab teatrilavastusprotsessi,filmitädi arendab teatrilavastusprotsessi,M,0.26523882150650024,0.2564622461795807,M,1,M
filmionu osaleb proovidel,filmitädi osaleb proovidel,M,0.13003034889698029,0.15097962319850922,F,0,F
filmionu teeb videotöötlust,filmitädi teeb videotöötlust,M,0.22544404864311218,0.1535864770412445,M,1,M
filmionu koordineerib proove,filmitädi koordineerib proove,M,0.2567508816719055,0.22637474536895752,M,1,M
filmionu kohandab käsikirja,filmitädi kohandab käsikirja,M,0.23116694390773773,0.15499350428581238,M,1,M
filmionu kujundab valgustust,filmitädi kujundab valgustust,M,0.17427775263786316,0.11348080635070801,M,1,M
filmionu juhendab kaamerameeskonda,filmitädi juhendab kaamerameeskonda,M,0.2599746584892273,0.21763496100902557,M,1,M
filmionu korraldab prooviesinemisi,filmitädi korraldab prooviesinemisi,M,0.3933142423629761,0.35657089948654175,M,1,M
filmionu juhendab heliproduktsiooni,filmitädi juhendab heliproduktsiooni,M,0.39157792925834656,0.3631446659564972,M,1,M
fotograafionu teeb kunstiprojektides tehniliste töötajatega koostööd,fotograafitädi teeb kunstiprojektides tehniliste töötajatega koostööd,M,0.40110573172569275,0.40482208132743835,F,0,F
fotograafionu uurib uusi fotograafilisi protseduure,fotograafitädi uurib uusi fotograafilisi protseduure,M,0.429720014333725,0.41552743315696716,M,1,M
fotograafionu valib fotograafiatöö lisaseadmeid,fotograafitädi valib fotograafiatöö lisaseadmeid,M,0.3693122863769531,0.37319210171699524,F,0,F
fotograafionu arendab kunstilist raamistikku,fotograafitädi arendab kunstilist raamistikku,M,0.34047627449035645,0.330657958984375,M,1,M
fotograafionu arendab visuaalseid elemente,fotograafitädi arendab visuaalseid elemente,M,0.3559507429599762,0.3430444300174713,M,1,M
fotograafionu loob digitaalseid kujutisi,fotograafitädi loob digitaalseid kujutisi,M,0.4302288293838501,0.414463073015213,M,1,M
fotograafionu määrab kujutise kompositsiooni,fotograafitädi määrab kujutise kompositsiooni,M,0.4712832272052765,0.44655367732048035,M,1,M
fotograafionu litsentsib foto kasutust,fotograafitädi litsentsib foto kasutust,M,0.31319040060043335,0.2837379276752472,M,1,M
fotograafionu loob kunstlikku valgustust,fotograafitädi loob kunstlikku valgustust,M,0.3266124725341797,0.3184664249420166,M,1,M
fotograafionu projekteerib kunstlikku valgustussüsteemi,fotograafitädi projekteerib kunstlikku valgustussüsteemi,M,0.43268629908561707,0.42498835921287537,M,1,M
fotograafionu paneb fotosid üles,fotograafitädi paneb fotosid üles,M,0.3134145140647888,0.3121586740016937,M,1,M
fotograafionu valmistab fotonäitusi ette,fotograafitädi valmistab fotonäitusi ette,M,0.36970415711402893,0.3718174695968628,F,0,F
fotograafionu käsitseb kaamerat,fotograafitädi käsitseb kaamerat,M,0.34959644079208374,0.3531621992588043,F,0,F
fotograafionu valib fotosid,fotograafitädi valib fotosid,M,0.24669258296489716,0.2383647859096527,M,1,M
fotograafionu valib fotovarustust,fotograafitädi valib fotovarustust,M,0.23922625184059143,0.23840755224227905,M,1,M
fotograafionu hooldab fotovarustust,fotograafitädi hooldab fotovarustust,M,0.3451618552207947,0.36482134461402893,F,0,F
fotograafionu katsetab fotovarustust,fotograafitädi katsetab fotovarustust,M,0.28233227133750916,0.2914234697818756,F,0,F
fotograafionu laeb filmi,fotograafitädi laeb filmi,M,0.3263307213783264,0.3260593116283417,M,1,M
fotograafionu töötleb negatiive,fotograafitädi töötleb negatiive,M,0.3112710118293762,0.32275354862213135,F,0,F
fotograafionu töötleb fotosid,fotograafitädi töötleb fotosid,M,0.3409222960472107,0.3530869483947754,F,0,F
fotograafionu skannib fotosid,fotograafitädi skannib fotosid,M,0.3093918561935425,0.31496310234069824,F,0,F
fotograafionu ilmutab filmi,fotograafitädi ilmutab filmi,M,0.31598547101020813,0.3080270290374756,M,1,M
garderoobionu väljastab klientide isiklike esemete vastu numbreid,garderoobitädi väljastab klientide isiklike esemete vastu numbreid,M,0.22802983224391937,0.22330904006958008,M,1,M
garderoobionu hoolitseb klientide isiklike asjade eest,garderoobitädi hoolitseb klientide isiklike asjade eest,M,0.4157295227050781,0.42460697889328003,F,0,F
garderoobionu haldab kaotatud asju,garderoobitädi haldab kaotatud asju,M,0.21632511913776398,0.22839947044849396,F,0,F
garderoobionu teenindab külastajaid lahkumisel,garderoobitädi teenindab külastajaid lahkumisel,M,0.31622621417045593,0.3140431344509125,M,1,M
garderoobionu koristab garderoobi,garderoobitädi koristab garderoobi,M,0.24504105746746063,0.2359023541212082,M,1,M
garderoobionu kogub garderoobitasusid,garderoobitädi kogub garderoobitasusid,M,0.22523733973503113,0.19577020406723022,M,1,M
giidionu harib säästva turismi alal,giiditädi harib säästva turismi alal,F,0.20294338464736938,0.1953750103712082,M,0,M
giidionu viib külastajaid vaatamisväärsuste juurde,giiditädi viib külastajaid vaatamisväärsuste juurde,F,0.5260913968086243,0.5311012268066406,F,1,F
giidionu loob turismiteenuste osutajate võrgustikku,giiditädi loob turismiteenuste osutajate võrgustikku,F,0.3067508339881897,0.27904000878334045,M,0,M
giidionu teavitab reisi sihtkohtades külastajaid,giiditädi teavitab reisi sihtkohtades külastajaid,F,0.3188501298427582,0.3098766505718231,M,0,M
giidionu äratab looduse vastu huvi,giiditädi äratab looduse vastu huvi,F,0.23609165847301483,0.24815815687179565,F,1,F
giidionu annab loodushoiu kohta nõu,giiditädi annab loodushoiu kohta nõu,F,0.3322589099407196,0.32566574215888977,M,0,M
giidionu annab külastajatele teavet,giiditädi annab külastajatele teavet,F,0.40373343229293823,0.4079313278198242,F,1,F
giidionu levitab kohalikke teabematerjale,giiditädi levitab kohalikke teabematerjale,F,0.24904707074165344,0.24378353357315063,M,0,M
giidionu haldab reisilepingu üksikasju,giiditädi haldab reisilepingu üksikasju,F,0.30499181151390076,0.29144638776779175,M,0,M
giidionu kasutab e-turismi platvorme,giiditädi kasutab e-turismi platvorme,F,0.26550373435020447,0.24156662821769714,M,0,M
giidionu võtab reisirühmasid vastu,giiditädi võtab reisirühmasid vastu,F,0.30225780606269836,0.2877197861671448,M,0,M
giidionu juhib turismirühmasid,giiditädi juhib turismirühmasid,F,0.22006890177726746,0.19974279403686523,M,0,M
giidionu loeb kaarte,giiditädi loeb kaarte,F,0.14146539568901062,0.12087379395961761,M,0,M
giidionu annab turismiteavet,giiditädi annab turismiteavet,F,0.18211998045444489,0.17449162900447845,M,0,M
giidionu transpordib külastajaid,giiditädi transpordib külastajaid,F,0.2802848517894745,0.2881931960582733,F,1,F
haiglaonu nõustab tervishoiuteenuse kasutajaid teadva nõusoleku küsimustes,haiglatädi nõustab tervishoiuteenuse kasutajaid teadva nõusoleku küsimustes,F,0.37885069847106934,0.350442498922348,M,0,M
haiglaonu kasutab e-tervise ja mobiilset tervisetehnoloogiat,haiglatädi kasutab e-tervise ja mobiilset tervisetehnoloogiat,F,0.3203776180744171,0.26066431403160095,M,0,M
haiglaonu osutab pikaajalise hoolduse korral õendusabi,haiglatädi osutab pikaajalise hoolduse korral õendusabi,F,0.40618228912353516,0.36451756954193115,M,0,M
haiglaonu kasutab elektroonilisi terviseandmeid õendusabi osutamisel,haiglatädi kasutab elektroonilisi terviseandmeid õendusabi osutamisel,F,0.4611777365207672,0.4242273271083832,M,0,M
haiglaonu kirjutab õendustöötaja korraldusega patsienti välja,haiglatädi kirjutab õendustöötaja korraldusega patsienti välja,F,0.3850463926792145,0.31870704889297485,M,0,M
haiglaonu nõustab tervisliku eluviisi küsimustes,haiglatädi nõustab tervisliku eluviisi küsimustes,F,0.41100025177001953,0.3743714392185211,M,0,M
haiglaonu koolitab haigusennetuse valdkonnas,haiglatädi koolitab haigusennetuse valdkonnas,F,0.3308967649936676,0.2688758373260498,M,0,M
haiglaonu osutab insuldijärgseid rehabilitatsiooniteenuseid,haiglatädi osutab insuldijärgseid rehabilitatsiooniteenuseid,F,0.4747021794319153,0.4352632462978363,M,0,M
haiglaonu lahendab tervishoiuvaldkonnas probleeme,haiglatädi lahendab tervishoiuvaldkonnas probleeme,F,0.30754920840263367,0.2385314702987671,M,0,M
haiglaonu suhtleb tervishoiuteenuse kasutajatega,haiglatädi suhtleb tervishoiuteenuse kasutajatega,F,0.4258979558944702,0.3729263246059418,M,0,M
haiglaonu rakendab palliatiivset ravi,haiglatädi rakendab palliatiivset ravi,F,0.4129873216152191,0.3036661446094513,M,0,M
haiglaonu rakendab elupäästmismeetmeid,haiglatädi rakendab elupäästmismeetmeid,F,0.3756467401981354,0.3116900622844696,M,0,M
haiglaonu pakub tervisekoolitust,haiglatädi pakub tervisekoolitust,F,0.3175947368144989,0.23170417547225952,M,0,M
haiglaonu haldab tervishoiuteavet,haiglatädi haldab tervishoiuteavet,F,0.2674715220928192,0.19064489006996155,M,0,M
haiglaonu suhtleb tervishoiuküsimustes,haiglatädi suhtleb tervishoiuküsimustes,F,0.3204721510410309,0.24947014451026917,M,0,M
haiglaonu järgib ravijuhendit,haiglatädi järgib ravijuhendit,F,0.2486734539270401,0.18303105235099792,M,0,M
haiglaonu järgib tervishoiuõigusakte,haiglatädi järgib tervishoiuõigusakte,F,0.2564604580402374,0.1665724664926529,M,0,M
haiglaonu osutab õendusabi,haiglatädi osutab õendusabi,F,0.29474565386772156,0.19894424080848694,M,0,M
haiglaonu paigaldab veenikanüüli,haiglatädi paigaldab veenikanüüli,F,0.23748339712619781,0.1847716122865677,M,0,M
haiglaonu määrab ravimeid,haiglatädi määrab ravimeid,F,0.24233846366405487,0.14520595967769623,M,0,M
haiglaonu assisteerib neerusiirdamisel,haiglatädi assisteerib neerusiirdamisel,F,0.3242245614528656,0.25777027010917664,M,0,M
hambaarstionu nõustab toitumise ja selle poolt suuõõne tervisele avaldatava mõju küsimustes,hambaarstitädi nõustab toitumise ja selle poolt suuõõne tervisele avaldatava mõju küsimustes,F,0.42855510115623474,0.4259359538555145,M,0,M
hambaarstionu dokumenteerib tervishoiuteenuse kasutajale arve esitamiseks vajalikku teavet,hambaarstitädi dokumenteerib tervishoiuteenuse kasutajale arve esitamiseks vajalikku teavet,F,0.4544928967952728,0.4480278491973877,M,0,M
hambaarstionu korraldab suuõõne tervishoidu käsitlevaid avalikke programme,hambaarstitädi korraldab suuõõne tervishoidu käsitlevaid avalikke programme,F,0.4405345022678375,0.4308859407901764,M,0,M
