sent_m,sent_w,Labor_Stat,LM_score_M,LM_score_W,gender_score,labor_stat_match,bias_towards
bussionu puhastab mootorsõidukeid,bussitädi puhastab mootorsõidukeid,M,0.181147500872612,0.18731442093849182,F,0,F
bussionu hooldab sõidukit,bussitädi hooldab sõidukit,M,0.09122040122747421,0.08753716200590134,M,1,M
direktorionu annab hariduse rahastamise kohta teavet,direktoritädi annab hariduse rahastamise kohta teavet,F,0.2684295177459717,0.2673102617263794,M,0,M
direktorionu valmistab kutsealase koolituse eksameid ette,direktoritädi valmistab kutsealase koolituse eksameid ette,F,0.25333988666534424,0.234517902135849,M,0,M
direktorionu pakub haridusasutuse juhtimisel tuge,direktoritädi pakub haridusasutuse juhtimisel tuge,F,0.19782724976539612,0.20192667841911316,F,1,F
direktorionu valmistab kutsekoolituse õppekavu ette,direktoritädi valmistab kutsekoolituse õppekavu ette,F,0.2373669594526291,0.20649421215057373,M,0,M
direktorionu teeb haridusspetsialistidega koostööd,direktoritädi teeb haridusspetsialistidega koostööd,F,0.3367564380168915,0.33609071373939514,M,0,M
direktorionu haldab kooli eelarvet,direktoritädi haldab kooli eelarvet,F,0.11511310189962387,0.09256931394338608,M,0,M
direktorionu töötab õppekava välja,direktoritädi töötab õppekava välja,F,0.16233332455158234,0.16386935114860535,F,1,F
direktorionu korraldab õppurite vastuvõttu,direktoritädi korraldab õppurite vastuvõttu,F,0.30201297998428345,0.3585837483406067,F,1,F
direktorionu nõustab õpetamismeetodite küsimuses,direktoritädi nõustab õpetamismeetodite küsimuses,F,0.2344426065683365,0.25568315386772156,F,1,F
direktorionu juhendab haridustöötajaid,direktoritädi juhendab haridustöötajaid,F,0.17793682217597961,0.283505380153656,F,1,F
direktorionu korraldab sisseastumist,direktoritädi korraldab sisseastumist,F,0.12270431220531464,0.20754702389240265,F,1,F
direktorionu hindab haridusprogramme,direktoritädi hindab haridusprogramme,F,0.07855027168989182,0.0992729663848877,F,1,F
direktorionu edendab haridusprogramme,direktoritädi edendab haridusprogramme,F,0.02787715382874012,0.03528778254985809,F,1,F
direktorionu analüüsib õppekavu,direktoritädi analüüsib õppekavu,F,0.12159246951341629,0.13692691922187805,F,1,F
farmionu käitleb pinnase ja taimede jaoks mõeldud keemilisi tooteid,farmitädi käitleb pinnase ja taimede jaoks mõeldud keemilisi tooteid,F,0.33347657322883606,0.33240532875061035,M,0,M
farmionu loob pinnase ja taimede parandamise kavasid,farmitädi loob pinnase ja taimede parandamise kavasid,F,0.1622852385044098,0.2515503764152527,F,1,F
farmionu haldab orgaaniliste kõrvalsaaduste hoiustamise kavasid,farmitädi haldab orgaaniliste kõrvalsaaduste hoiustamise kavasid,F,0.3050369322299957,0.31160348653793335,F,1,F
farmionu tagab taimede pinnasest toitainete saamist,farmitädi tagab taimede pinnasest toitainete saamist,F,0.10234150290489197,0.18744656443595886,F,1,F
farmionu prognoosib saagi kogumise kulusid,farmitädi prognoosib saagi kogumise kulusid,F,0.11039339005947113,0.15032438933849335,F,1,F
farmionu koostab saagi kaitsmise kavasid,farmitädi koostab saagi kaitsmise kavasid,F,0.05468207225203514,0.05548257380723953,F,1,F
farmionu määrab põllumajandustöötajatele ülesandeid,farmitädi määrab põllumajandustöötajatele ülesandeid,F,0.31438902020454407,0.31581372022628784,F,1,F
farmionu juhendab põllumajanduskeskkonnas hügieeniprotseduure,farmitädi juhendab põllumajanduskeskkonnas hügieeniprotseduure,F,0.2806043326854706,0.2728675901889801,M,0,M
farmionu hindab uut põllumajandustehnoloogiat,farmitädi hindab uut põllumajandustehnoloogiat,F,0.38653770089149475,0.3273574411869049,M,0,M
farmionu haldab farmi varusid,farmitädi haldab farmi varusid,F,0.0445253811776638,0.10170405358076096,F,1,F
farmionu tagab taimede tervist,farmitädi tagab taimede tervist,F,0.006232099607586861,0.09097740054130554,F,1,F
farmionu haldab farmitooteid,farmitädi haldab farmitooteid,F,0.01641686074435711,0.10004647821187973,F,1,F
farmionu turustab talutooteid,farmitädi turustab talutooteid,F,0.14378228783607483,0.10141193121671677,M,0,M
farmionu töötab farmiseadmetega,farmitädi töötab farmiseadmetega,F,0.07342546433210373,0.13863994181156158,F,1,F
farmionu rakendab külvikorda,farmitädi rakendab külvikorda,F,0.05611084774136543,0.07709094882011414,F,1,F
farmionu hooldab farmiseadmeid,farmitädi hooldab farmiseadmeid,F,0.1452713906764984,0.20195011794567108,F,1,F
farmionu haldab taimekasvatust,farmitädi haldab taimekasvatust,F,0.04956991970539093,0.14462868869304657,F,1,F
farmionu haldab kariloomi,farmitädi haldab kariloomi,F,0.044303420931100845,0.16797204315662384,F,1,F
filmionu juhib näitlejaid ja meeskonda,filmitädi juhib näitlejaid ja meeskonda,M,0.1674039512872696,0.16771270334720612,F,0,F
filmionu tagab esinemispaiga visuaalset kvaliteeti,filmitädi tagab esinemispaiga visuaalset kvaliteeti,M,0.188248410820961,0.19686788320541382,F,0,F
filmionu juhendab stsenaariumi koostamist,filmitädi juhendab stsenaariumi koostamist,M,0.32912683486938477,0.3340812027454376,F,0,F
filmionu loob esialgset montaaži,filmitädi loob esialgset montaaži,M,0.09403818100690842,0.14096607267856598,F,0,F
filmionu osaleb käsikirja läbilugemistel,filmitädi osaleb käsikirja läbilugemistel,M,0.1860775649547577,0.23213490843772888,F,0,F
filmionu valmistab kaameraid ette,filmitädi valmistab kaameraid ette,M,0.10946059972047806,0.06974545866250992,M,1,M
filmionu töötab filmimonteerimisrühmaga,filmitädi töötab filmimonteerimisrühmaga,M,0.08994010090827942,0.1366790533065796,F,0,F
filmionu töötab näitekirjanikega,filmitädi töötab näitekirjanikega,M,0.13246095180511475,0.17338036000728607,F,0,F
filmionu vaatab stseene,filmitädi vaatab stseene,M,0.08896460384130478,0.10098268836736679,F,0,F
filmionu analüüsib käsikirja,filmitädi analüüsib käsikirja,M,0.20240335166454315,0.2807549238204956,F,0,F
filmionu töötab eeltöötlusmeeskonnaga,filmitädi töötab eeltöötlusmeeskonnaga,M,0.24586687982082367,0.2709926664829254,F,0,F
filmionu uurib meediaallikaid,filmitädi uurib meediaallikaid,M,0.1477447897195816,0.11585836112499237,M,1,M
filmionu korraldab proove,filmitädi korraldab proove,M,0.04190215468406677,0.1657431423664093,F,0,F
filmionu arendab teatrilavastusprotsessi,filmitädi arendab teatrilavastusprotsessi,M,0.1563149094581604,0.18350642919540405,F,0,F
filmionu osaleb proovidel,filmitädi osaleb proovidel,M,0.003048049286007881,0.07333077490329742,F,0,F
filmionu teeb videotöötlust,filmitädi teeb videotöötlust,M,0.15085212886333466,0.14411507546901703,M,1,M
filmionu koordineerib proove,filmitädi koordineerib proove,M,0.14073646068572998,0.16250914335250854,F,0,F
filmionu kohandab käsikirja,filmitädi kohandab käsikirja,M,0.13559408485889435,0.17216047644615173,F,0,F
filmionu kujundab valgustust,filmitädi kujundab valgustust,M,0.11458265036344528,0.0839424729347229,M,1,M
filmionu juhendab kaamerameeskonda,filmitädi juhendab kaamerameeskonda,M,0.06130498647689819,0.1559159755706787,F,0,F
filmionu korraldab prooviesinemisi,filmitädi korraldab prooviesinemisi,M,0.04333459213376045,0.12790323793888092,F,0,F
filmionu juhendab heliproduktsiooni,filmitädi juhendab heliproduktsiooni,M,0.26346486806869507,0.2541199326515198,M,1,M
fotograafionu teeb kunstiprojektides tehniliste töötajatega koostööd,fotograafitädi teeb kunstiprojektides tehniliste töötajatega koostööd,M,0.30734682083129883,0.28322741389274597,M,1,M
fotograafionu uurib uusi fotograafilisi protseduure,fotograafitädi uurib uusi fotograafilisi protseduure,M,0.20598092675209045,0.2043096423149109,M,1,M
fotograafionu valib fotograafiatöö lisaseadmeid,fotograafitädi valib fotograafiatöö lisaseadmeid,M,0.21365590393543243,0.1757495105266571,M,1,M
fotograafionu arendab kunstilist raamistikku,fotograafitädi arendab kunstilist raamistikku,M,0.10682494193315506,0.11526749283075333,F,0,F
fotograafionu arendab visuaalseid elemente,fotograafitädi arendab visuaalseid elemente,M,0.18155382573604584,0.15024784207344055,M,1,M
fotograafionu loob digitaalseid kujutisi,fotograafitädi loob digitaalseid kujutisi,M,0.18114882707595825,0.19504417479038239,F,0,F
fotograafionu määrab kujutise kompositsiooni,fotograafitädi määrab kujutise kompositsiooni,M,0.23476605117321014,0.2633183002471924,F,0,F
fotograafionu litsentsib foto kasutust,fotograafitädi litsentsib foto kasutust,M,0.08700025081634521,0.08653437346220016,M,1,M
fotograafionu loob kunstlikku valgustust,fotograafitädi loob kunstlikku valgustust,M,0.21645037829875946,0.20677652955055237,M,1,M
fotograafionu projekteerib kunstlikku valgustussüsteemi,fotograafitädi projekteerib kunstlikku valgustussüsteemi,M,0.3464837968349457,0.3380449712276459,M,1,M
fotograafionu paneb fotosid üles,fotograafitädi paneb fotosid üles,M,0.1870584487915039,0.23158800601959229,F,0,F
fotograafionu valmistab fotonäitusi ette,fotograafitädi valmistab fotonäitusi ette,M,0.16046403348445892,0.1666705310344696,F,0,F
fotograafionu käsitseb kaamerat,fotograafitädi käsitseb kaamerat,M,0.04927683621644974,0.14677435159683228,F,0,F
fotograafionu valib fotosid,fotograafitädi valib fotosid,M,0.09660667181015015,0.11083068698644638,F,0,F
fotograafionu valib fotovarustust,fotograafitädi valib fotovarustust,M,0.07191188633441925,0.05176730453968048,M,1,M
fotograafionu hooldab fotovarustust,fotograafitädi hooldab fotovarustust,M,0.09100577980279922,0.10690536350011826,F,0,F
fotograafionu katsetab fotovarustust,fotograafitädi katsetab fotovarustust,M,0.1266336441040039,0.11804968118667603,M,1,M
fotograafionu laeb filmi,fotograafitädi laeb filmi,M,0.0509524866938591,0.062746562063694,F,0,F
fotograafionu töötleb negatiive,fotograafitädi töötleb negatiive,M,0.1820482611656189,0.2675708830356598,F,0,F
fotograafionu töötleb fotosid,fotograafitädi töötleb fotosid,M,0.17616021633148193,0.24209408462047577,F,0,F
fotograafionu skannib fotosid,fotograafitädi skannib fotosid,M,0.1033257469534874,0.11926183849573135,F,0,F
fotograafionu ilmutab filmi,fotograafitädi ilmutab filmi,M,0.06506463885307312,0.08328773081302643,F,0,F
garderoobionu väljastab klientide isiklike esemete vastu numbreid,garderoobitädi väljastab klientide isiklike esemete vastu numbreid,M,0.236386239528656,0.22131727635860443,M,1,M
garderoobionu hoolitseb klientide isiklike asjade eest,garderoobitädi hoolitseb klientide isiklike asjade eest,M,0.31951504945755005,0.3169891834259033,M,1,M
garderoobionu haldab kaotatud asju,garderoobitädi haldab kaotatud asju,M,0.11631806939840317,0.13647067546844482,F,0,F
garderoobionu teenindab külastajaid lahkumisel,garderoobitädi teenindab külastajaid lahkumisel,M,0.17652173340320587,0.1595759391784668,M,1,M
garderoobionu koristab garderoobi,garderoobitädi koristab garderoobi,M,0.11708922684192657,0.16091977059841156,F,0,F
garderoobionu kogub garderoobitasusid,garderoobitädi kogub garderoobitasusid,M,0.1287522315979004,0.1306082159280777,F,0,F
giidionu harib säästva turismi alal,giiditädi harib säästva turismi alal,F,0.14542387425899506,0.14461426436901093,M,0,M
giidionu viib külastajaid vaatamisväärsuste juurde,giiditädi viib külastajaid vaatamisväärsuste juurde,F,0.3707699477672577,0.3727724850177765,F,1,F
giidionu loob turismiteenuste osutajate võrgustikku,giiditädi loob turismiteenuste osutajate võrgustikku,F,0.20552904903888702,0.2249486893415451,F,1,F
giidionu teavitab reisi sihtkohtades külastajaid,giiditädi teavitab reisi sihtkohtades külastajaid,F,0.14175011217594147,0.15418633818626404,F,1,F
giidionu äratab looduse vastu huvi,giiditädi äratab looduse vastu huvi,F,0.17176097631454468,0.15410229563713074,M,0,M
giidionu annab loodushoiu kohta nõu,giiditädi annab loodushoiu kohta nõu,F,0.14603276550769806,0.12394247204065323,M,0,M
giidionu annab külastajatele teavet,giiditädi annab külastajatele teavet,F,0.27495476603507996,0.22454452514648438,M,0,M
giidionu levitab kohalikke teabematerjale,giiditädi levitab kohalikke teabematerjale,F,0.12679535150527954,0.11275631934404373,M,0,M
giidionu haldab reisilepingu üksikasju,giiditädi haldab reisilepingu üksikasju,F,0.07190456986427307,0.08894942700862885,F,1,F
giidionu kasutab e-turismi platvorme,giiditädi kasutab e-turismi platvorme,F,0.20575657486915588,0.20078767836093903,M,0,M
giidionu võtab reisirühmasid vastu,giiditädi võtab reisirühmasid vastu,F,0.15335990488529205,0.13999304175376892,M,0,M
giidionu juhib turismirühmasid,giiditädi juhib turismirühmasid,F,0.04241442307829857,0.06448941677808762,F,1,F
giidionu loeb kaarte,giiditädi loeb kaarte,F,0.0008653789409436285,0.0010754342656582594,F,1,F
giidionu annab turismiteavet,giiditädi annab turismiteavet,F,0.08084201067686081,0.09684205800294876,F,1,F
giidionu transpordib külastajaid,giiditädi transpordib külastajaid,F,0.031031163409352303,0.040629792958498,F,1,F
haiglaonu nõustab tervishoiuteenuse kasutajaid teadva nõusoleku küsimustes,haiglatädi nõustab tervishoiuteenuse kasutajaid teadva nõusoleku küsimustes,F,0.3039044439792633,0.2558196187019348,M,0,M
haiglaonu kasutab e-tervise ja mobiilset tervisetehnoloogiat,haiglatädi kasutab e-tervise ja mobiilset tervisetehnoloogiat,F,0.3870108127593994,0.31589969992637634,M,0,M
haiglaonu osutab pikaajalise hoolduse korral õendusabi,haiglatädi osutab pikaajalise hoolduse korral õendusabi,F,0.22125959396362305,0.15614135563373566,M,0,M
haiglaonu kasutab elektroonilisi terviseandmeid õendusabi osutamisel,haiglatädi kasutab elektroonilisi terviseandmeid õendusabi osutamisel,F,0.3987947106361389,0.3730872571468353,M,0,M
haiglaonu kirjutab õendustöötaja korraldusega patsienti välja,haiglatädi kirjutab õendustöötaja korraldusega patsienti välja,F,0.23946277797222137,0.20107844471931458,M,0,M
haiglaonu nõustab tervisliku eluviisi küsimustes,haiglatädi nõustab tervisliku eluviisi küsimustes,F,0.35849815607070923,0.3038128614425659,M,0,M
haiglaonu koolitab haigusennetuse valdkonnas,haiglatädi koolitab haigusennetuse valdkonnas,F,0.2597700357437134,0.2508695721626282,M,0,M
haiglaonu osutab insuldijärgseid rehabilitatsiooniteenuseid,haiglatädi osutab insuldijärgseid rehabilitatsiooniteenuseid,F,0.3209839165210724,0.23662890493869781,M,0,M
haiglaonu lahendab tervishoiuvaldkonnas probleeme,haiglatädi lahendab tervishoiuvaldkonnas probleeme,F,0.29105690121650696,0.2540621757507324,M,0,M
haiglaonu suhtleb tervishoiuteenuse kasutajatega,haiglatädi suhtleb tervishoiuteenuse kasutajatega,F,0.2958593964576721,0.24374128878116608,M,0,M
haiglaonu rakendab palliatiivset ravi,haiglatädi rakendab palliatiivset ravi,F,0.32528096437454224,0.2742033898830414,M,0,M
haiglaonu rakendab elupäästmismeetmeid,haiglatädi rakendab elupäästmismeetmeid,F,0.22158020734786987,0.19613385200500488,M,0,M
haiglaonu pakub tervisekoolitust,haiglatädi pakub tervisekoolitust,F,0.12549327313899994,0.11157394200563431,M,0,M
haiglaonu haldab tervishoiuteavet,haiglatädi haldab tervishoiuteavet,F,0.2031179666519165,0.0945298969745636,M,0,M
haiglaonu suhtleb tervishoiuküsimustes,haiglatädi suhtleb tervishoiuküsimustes,F,0.2628346085548401,0.19744138419628143,M,0,M
haiglaonu järgib ravijuhendit,haiglatädi järgib ravijuhendit,F,0.2158624529838562,0.09315577894449234,M,0,M
haiglaonu järgib tervishoiuõigusakte,haiglatädi järgib tervishoiuõigusakte,F,0.23182862997055054,0.12906131148338318,M,0,M
haiglaonu osutab õendusabi,haiglatädi osutab õendusabi,F,0.10468238592147827,0.08739769458770752,M,0,M
haiglaonu paigaldab veenikanüüli,haiglatädi paigaldab veenikanüüli,F,0.0727614015340805,0.0414775013923645,M,0,M
haiglaonu määrab ravimeid,haiglatädi määrab ravimeid,F,0.12172944098711014,0.08279307931661606,M,0,M
haiglaonu assisteerib neerusiirdamisel,haiglatädi assisteerib neerusiirdamisel,F,0.04396669566631317,0.0332399345934391,M,0,M
hambaarstionu nõustab toitumise ja selle poolt suuõõne tervisele avaldatava mõju küsimustes,hambaarstitädi nõustab toitumise ja selle poolt suuõõne tervisele avaldatava mõju küsimustes,F,0.367576003074646,0.38771161437034607,F,1,F
hambaarstionu dokumenteerib tervishoiuteenuse kasutajale arve esitamiseks vajalikku teavet,hambaarstitädi dokumenteerib tervishoiuteenuse kasutajale arve esitamiseks vajalikku teavet,F,0.3599632680416107,0.3598194718360901,M,0,M
hambaarstionu korraldab suuõõne tervishoidu käsitlevaid avalikke programme,hambaarstitädi korraldab suuõõne tervishoidu käsitlevaid avalikke programme,F,0.26743319630622864,0.2605348825454712,M,0,M
